Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Shoe size (product.metafields.shopify.shoe-size),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
grand-court-white-black,Grand Court White Black,"<p>The Grand Court White Black exemplifies precision engineering in court performance footwear. This technically advanced shoe features a meticulously calibrated midsole density that optimizes energy return while maintaining court feel. The classic white upper with black accents delivers timeless aesthetics while incorporating strategically positioned reinforcement zones for lateral stability. The anatomically correct last ensures biomechanical efficiency during multi-directional movements, while the specialized outsole compound provides the optimal coefficient of friction for controlled slides and pivots. Designed for discerning players who demand technical excellence and refined styling.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Sneakers,"","Men, shoes",true,Title,Default Title,,,,,,,,'56,0.0,shopify,1000,deny,manual,8999.00,13999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372767001_05.jpg?v=1731673690,1,"",false,,,,,,kg,,,active
grand-court-white-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372767001_01.jpg?v=1731673690,2,"",,,,,,,,,,
grand-court-white-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372767001_06.jpg?v=1731673690,3,"",,,,,,,,,,
grand-court-white-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372767001_02.jpg?v=1731673690,4,"",,,,,,,,,,
grand-court-white-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372767001_03.jpg?v=1731673690,5,"",,,,,,,,,,
grand-court-white-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372767001_04.jpg?v=1731673690,6,"",,,,,,,,,,
gelresolution-9-mako-blue,Gelresolution 9 Mako Blue,<p>The Gelresolution 9 Mako Blue represents the culmination of advanced biomechanical research in performance footwear. Featuring proprietary GEL cushioning technology strategically positioned to attenuate impact forces during high-intensity movements. The Mako Blue colorway provides distinctive visual presence while the engineered upper incorporates multi-directional reinforcement panels that deliver targeted stability without compromising flexibility. The outsole utilizes a specialized rubber compound with a court-specific traction pattern optimized for rapid acceleration and deceleration. Designed for competitive athletes requiring exceptional durability and responsive court feel.</p>,mitulpcirkle,Apparel & Accessories > Shoes > Sneakers,"","Men, shoes",true,Title,Default Title,,,,,,,,'55,0.0,shopify,100,deny,manual,12999.00,16999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373167001_04.jpg?v=1731673657,1,"",false,,,,,,kg,,,active
gelresolution-9-mako-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373167001_05.jpg?v=1731673657,2,"",,,,,,,,,,
gelresolution-9-mako-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373167001_06.jpg?v=1731673657,3,"",,,,,,,,,,
gelresolution-9-mako-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373167001_01.jpg?v=1731673657,4,"",,,,,,,,,,
gelresolution-9-mako-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373167001_02.jpg?v=1731673657,5,"",,,,,,,,,,
gelresolution-9-mako-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373167001_03.jpg?v=1731673657,6,"",,,,,,,,,,
court-cage-lt-brw-wht-leather,Court Cage Lt Brw Wht leather,"<p>The Court Cage Lt Brw Wht leather represents a technical masterpiece in performance footwear engineering. Crafted from premium leather with strategic reinforcement zones, this shoe delivers exceptional lateral stability during multi-directional movements. The light brown and white colorway offers sophisticated aesthetics while the proprietary cage construction provides targeted support without compromising flexibility. The precision-calibrated outsole features a court-specific traction pattern optimized for rapid direction changes and acceleration. Ideal for serious players demanding professional-grade responsiveness and durability.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Sneakers,"","Men, shoes",true,Title,Default Title,,,,,,,,'54,0.0,shopify,100,deny,manual,8999.00,13999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372815001_05.jpg?v=1731673623,1,"",false,,,,,,kg,,,active
court-cage-lt-brw-wht-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372815001_01.jpg?v=1731673623,2,"",,,,,,,,,,
court-cage-lt-brw-wht-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372815001_06.jpg?v=1731673623,3,"",,,,,,,,,,
court-cage-lt-brw-wht-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372815001_02.jpg?v=1731673623,4,"",,,,,,,,,,
court-cage-lt-brw-wht-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372815001_03.jpg?v=1731673623,5,"",,,,,,,,,,
court-cage-lt-brw-wht-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1372815001_04.jpg?v=1731673623,6,"",,,,,,,,,,
bradley-up-dk-brown-leather,Bradley Up Dk Brown Leather,"<p>The Bradley Up Dk Brown Leather represents the apex of footwear craftsmanship, featuring premium full-grain leather meticulously selected for optimal tensile strength and natural grain characteristics. The rich dark brown patina is achieved through a proprietary tanning process that ensures color depth while maintaining the leather's natural breathability. Constructed using Goodyear welt technology, these shoes offer superior structural integrity and moisture resistance. The anatomically correct footbed provides biomechanical support, while the hand-finished details exemplify artisanal excellence in contemporary footwear design.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Flats,"","Men, shoes",true,Title,Default Title,,,,,,,,'53,0.0,shopify,100,deny,manual,6999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373776001_05.jpg?v=1731673589,1,"",false,,,,,,kg,,,active
bradley-up-dk-brown-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373776001_01.jpg?v=1731673588,2,"",,,,,,,,,,
bradley-up-dk-brown-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373776001_02.jpg?v=1731673588,3,"",,,,,,,,,,
bradley-up-dk-brown-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373776001_06.jpg?v=1731673588,4,"",,,,,,,,,,
bradley-up-dk-brown-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373776001_03.jpg?v=1731673588,5,"",,,,,,,,,,
bradley-up-dk-brown-leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373776001_04.jpg?v=1731673588,6,"",,,,,,,,,,
bradley-plain-navy-nubuck,Bradley Plain Navy Nubuck,"<p>The Bradley Plain Navy Nubuck exemplifies superior craftsmanship through its premium nubuck leather construction. This sophisticated footwear features a meticulously treated upper that delivers a distinctive velvety texture while maintaining exceptional durability. The deep navy colorway offers versatile styling potential, while the anatomically engineered last ensures biomechanical efficiency. The specialized tanning process preserves the natural characteristics of the leather, resulting in a shoe that develops a unique patina with wear, enhancing its aesthetic appeal over time.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Sneakers,"","Men, shoes",true,Title,Default Title,,,,,,,,'52,0.0,shopify,100,deny,manual,11999.00,15999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373751001_04.jpg?v=1731673562,1,"",false,,,,,,kg,,,active
bradley-plain-navy-nubuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373751001_01.jpg?v=1731673562,2,"",,,,,,,,,,
bradley-plain-navy-nubuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373751001_02.jpg?v=1731673562,3,"",,,,,,,,,,
bradley-plain-navy-nubuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373751001_05.jpg?v=1731673562,4,"",,,,,,,,,,
bradley-plain-navy-nubuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1373751001_03.jpg?v=1731673562,5,"",,,,,,,,,,
aglt23-white-nvy-textile,Aglt23 White Nvy textile,"<p><span>The Aglt23 White Nvy textile represents the pinnacle of performance footwear engineering. This sophisticated white and navy design features a meticulously crafted textile upper that delivers optimal breathability while maintaining structural support. The precision-balanced cushioning system responds dynamically to impact forces, while the anatomically correct fit minimizes energy loss during transition phases. Ideal for serious athletes requiring clinical precision and reliability in their training apparatus.</span></p>",mitulpcirkle,Apparel & Accessories > Shoes > Sneakers,"","Men, shoes",true,Title,Default Title,,,,,,,,'51,0.0,shopify,100,deny,manual,11999.00,15999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1383591001_03.jpg?v=1731673519,1,"",false,,,,,,kg,,,active
aglt23-white-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1383591001_01.jpg?v=1731673519,2,"",,,,,,,,,,
aglt23-white-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1383591001_05.jpg?v=1731673519,3,"",,,,,,,,,,
aglt23-white-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1383591001_04.jpg?v=1731673519,4,"",,,,,,,,,,
aglt23-white-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1383591001_02.jpg?v=1731673519,5,"",,,,,,,,,,
aglt23-lt-ylw-nvy-textile,Aglt23 Lt Ylw Nvy textile,"<p><span>The Aglt23 Lt Ylw Nvy textile sports shoes deliver professional-grade performance through advanced biomechanical design. Featuring precision-engineered textile uppers that optimize airflow while maintaining structural integrity. The distinctive yellow and navy colorway enhances visibility, while the responsive midsole technology transfers energy efficiently with each stride. Developed for athletes who demand technical excellence and durability.</span></p>",mitulpcirkle,Apparel & Accessories > Shoes > Sneakers,"","Men, shoes",true,Title,Default Title,,,,,,,,'50,0.0,shopify,1000,deny,manual,12999.00,19999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1371091001_05.jpg?v=1731673477,1,"",false,,,,,,kg,,,active
aglt23-lt-ylw-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1371091001_01.jpg?v=1731673476,2,"",,,,,,,,,,
aglt23-lt-ylw-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1371091001_06.jpg?v=1731673477,3,"",,,,,,,,,,
aglt23-lt-ylw-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1371091001_02.jpg?v=1731673476,4,"",,,,,,,,,,
aglt23-lt-ylw-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1371091001_03.jpg?v=1731673476,5,"",,,,,,,,,,
aglt23-lt-ylw-nvy-textile,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1371091001_04.jpg?v=1731673476,6,"",,,,,,,,,,
susana-rubi-crinkle,Susana Rubi Crinkle,"<p>Elevate your wardrobe with the Susana Rubi Crinkle, a sophisticated textile featuring distinctive crinkle texture that adds dimension to any design. This premium fabric maintains its textured appearance through multiple wears while offering exceptional durability. Perfect for creating statement pieces with visual interest and tactile appeal.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Flats,"","shoes, women",true,Title,Default Title,,,,,,,,'49,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381822001_04.jpg?v=1731673447,1,"",false,,,,,,kg,,,active
susana-rubi-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381822001_05.jpg?v=1731673448,2,"",,,,,,,,,,
susana-rubi-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381822001_06.jpg?v=1731673447,3,"",,,,,,,,,,
susana-rubi-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381822001_01.jpg?v=1731673447,4,"",,,,,,,,,,
susana-rubi-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381822001_02.jpg?v=1731673448,5,"",,,,,,,,,,
susana-rubi-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381822001_03.jpg?v=1731673447,6,"",,,,,,,,,,
susana-preto-crinkle,Susana Preto Crinkle,"<p>Elevate your wardrobe with Susana Preto Crinkle, a sophisticated textile featuring distinctive crinkled texture that adds dimension to any garment. This premium fabric maintains its unique appearance through multiple wears while offering exceptional comfort and durability. Perfect for creating statement pieces that transition effortlessly from casual to formal settings.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Flats,"","shoes, women",true,Title,Default Title,,,,,,,,'48,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381821001_04.jpg?v=1731673420,1,"",false,,,,,,kg,,,active
susana-preto-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381821001_05.jpg?v=1731673420,2,"",,,,,,,,,,
susana-preto-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381821001_06.jpg?v=1731673420,3,"",,,,,,,,,,
susana-preto-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381821001_01.jpg?v=1731673420,4,"",,,,,,,,,,
susana-preto-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381821001_02.jpg?v=1731673420,5,"",,,,,,,,,,
susana-preto-crinkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381821001_03.jpg?v=1731673420,6,"",,,,,,,,,,
samantha-rubi-crinkle-couro,Samantha Rubi Crinkle Couro,"<p>This Samantha Rubi Crinkle Couro boasts a bold red shandel, adding a pop of color to any outfit. The crinkle texture adds dimension and interest, while the leather material offers durability and long-lasting wear. Elevate your style with this eye-catching accessory.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Heels,"","shoes, women",true,Color,black,product.metafields.shopify.color-pattern,Shoe size,6,product.metafields.shopify.shoe-size,,,,'48,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381819001_05.jpg?v=1731673397,1,Red,false,,,black; red,6; 7; 8; 9; 10,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_05_ff29bfc7-a826-4540-9023-fe94f07b3fad.jpg?v=1732857108,kg,,,active
samantha-rubi-crinkle-couro,,,,,,,,,black,,,7,,,,,'49,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381819001_01.jpg?v=1731673397,2,Red,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,black,,,8,,,,,'50,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381819001_06.jpg?v=1731673397,3,Red,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,black,,,9,,,,,'51,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381819001_02.jpg?v=1731673397,4,Red,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,black,,,10,,,,,'52,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381819001_03.jpg?v=1731673397,5,Red,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,red,,,6,,,,,'54,0.0,shopify,100,deny,manual,9999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381819001_04.jpg?v=1731673397,6,Red,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381819001_05.jpg?v=1731673397,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,red,,,7,,,,,'55,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_05_ff29bfc7-a826-4540-9023-fe94f07b3fad.jpg?v=1732857108,7,Black,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,red,,,8,,,,,'56,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_01.jpg?v=1731673359,8,Black,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,red,,,9,,,,,'57,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_06.jpg?v=1731673359,9,Black,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,red,,,10,,,,,'58,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_05.jpg?v=1731673359,10,Black,,,,,,,kg,,,
samantha-rubi-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_02.jpg?v=1731673359,11,Black,,,,,,,,,,
samantha-rubi-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_03.jpg?v=1731673359,12,Black,,,,,,,,,,
samantha-rubi-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_04.jpg?v=1731673359,13,Black,,,,,,,,,,
samantha-preto-crinkle-couro,Samantha Preto Crinkle Couro,"<p>Crafted from premium crinkle couro leather, the Samantha Preto offers sophisticated elegance with exceptional durability. The textured finish provides distinctive character while resisting scratches and wear. Precision stitching and meticulous attention to detail ensure this timeless piece maintains its refined appearance through years of use.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Heels,"","shoes, women",true,Title,Default Title,,,,,,,,'46,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_02.jpg?v=1731673359,1,Black,false,,,,,,kg,,,active
samantha-preto-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_05.jpg?v=1731673359,2,Black,,,,,,,,,,
samantha-preto-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_03.jpg?v=1731673359,3,Black,,,,,,,,,,
samantha-preto-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_04.jpg?v=1731673359,4,Black,,,,,,,,,,
samantha-preto-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_06.jpg?v=1731673359,5,Black,,,,,,,,,,
samantha-preto-crinkle-couro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381818001_01.jpg?v=1731673359,6,Black,,,,,,,,,,
saga-gold-metal,Saga Gold Metal,"<p>The Saga Gold Metal combines luxurious aesthetics with superior craftsmanship. Featuring precision-engineered gold-toned metal construction, this piece delivers exceptional durability while maintaining its lustrous finish. The meticulous attention to detail and balanced proportions make it an investment-quality item that elevates any setting with its refined elegance and timeless appeal.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Heels,"","shoes, women",true,Title,Default Title,,,,,,,,'45,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1382862001_03.jpg?v=1731673327,1,"",false,,,,,,kg,,,active
saga-gold-metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1382862001_05.jpg?v=1731673328,2,"",,,,,,,,,,
saga-gold-metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1382862001_04.jpg?v=1731673328,3,"",,,,,,,,,,
saga-gold-metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1382862001_06.jpg?v=1731673328,4,"",,,,,,,,,,
saga-gold-metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1382862001_01.jpg?v=1731673327,5,"",,,,,,,,,,
saga-gold-metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1382862001_02.jpg?v=1731673327,6,"",,,,,,,,,,
raquel-preto-verniz,Raquel Preto Verniz,"<p>The Raquel Preto Verniz showcases impeccable craftsmanship with its high-gloss patent finish. This sophisticated piece features premium materials that maintain their lustrous appearance while offering remarkable durability. The deep black verniz coating creates a striking visual impact, resistant to scuffs and environmental factors. Expertly designed proportions ensure both aesthetic appeal and functional excellence.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Flats,"","shoes, women",true,Title,Default Title,,,,,,,,'44,0.0,shopify,1000,deny,manual,7599.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381813001_05.jpg?v=1731673279,1,"",false,,,,,,kg,,,active
raquel-preto-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381813001_06.jpg?v=1731673279,2,"",,,,,,,,,,
raquel-preto-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381813001_01.jpg?v=1731673279,3,"",,,,,,,,,,
raquel-preto-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381813001_02.jpg?v=1731673279,4,"",,,,,,,,,,
raquel-preto-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381813001_03.jpg?v=1731673279,5,"",,,,,,,,,,
raquel-preto-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381813001_04.jpg?v=1731673279,6,"",,,,,,,,,,
raquel-nude-verniz,Raquel Nude Verniz,"<p>The Raquel Nude Verniz exemplifies refined elegance through its flawless patent finish. This sophisticated piece features a versatile nude tone that complements diverse styling options while the premium verniz coating provides exceptional durability and resistance to environmental elements. The meticulous construction ensures structural integrity, while the subtle sheen adds a contemporary dimension to this timeless design.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Flats,"","shoes, women",true,Title,Default Title,,,,,,,,'43,0.0,shopify,100,deny,manual,6999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381814001_03.jpg?v=1731673240,1,"",false,,,,,,kg,,,active
raquel-nude-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381814001_05.jpg?v=1731673240,2,"",,,,,,,,,,
raquel-nude-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381814001_06.jpg?v=1731673240,3,"",,,,,,,,,,
raquel-nude-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381814001_04.jpg?v=1731673240,4,"",,,,,,,,,,
raquel-nude-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381814001_01.jpg?v=1731673240,5,"",,,,,,,,,,
raquel-nude-verniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381814001_02.jpg?v=1731673240,6,"",,,,,,,,,,
patricia-natural-rafia,Patricia Natural Rafia,"<p>The Patricia Natural Rafia exemplifies artisanal craftsmanship through its meticulously woven natural fibers. This premium piece showcases the distinctive texture and lightweight properties of authentic rafia, offering exceptional breathability while maintaining structural integrity. The natural colorway provides versatile styling options, while the sustainable material develops a unique patina over time. Superior construction techniques ensure durability without compromising the organic aesthetic.</p>",mitulpcirkle,Apparel & Accessories > Shoes > Heels,"","shoes, women",true,Title,Default Title,,,,,,,,'42,0.0,shopify,100,deny,manual,7999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381817001_03.jpg?v=1731673195,1,"",false,,,,,,kg,,,active
patricia-natural-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381817001_08.jpg?v=1731673195,2,"",,,,,,,,,,
patricia-natural-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381817001_04.jpg?v=1731673195,3,"",,,,,,,,,,
patricia-natural-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381817001_09.jpg?v=1731673195,4,"",,,,,,,,,,
patricia-natural-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/1381817001_01.jpg?v=1731673195,5,"",,,,,,,,,,
